index	character	character in latex	character/story	character/story in latex	card url
1750	Philip Jennings	Philip Jennings	Philip Jennings/The Americans	Philip Jennings/The Americans	https://compstorylab.org/archetypometrics/cards/The-Americans-Philip-Jennings-2000-464-341.pdf
1751	Henry Jennings	Henry Jennings	Henry Jennings/The Americans	Henry Jennings/The Americans	https://compstorylab.org/archetypometrics/cards/The-Americans-Henry-Jennings-2000-464-341.pdf
1752	Paige Jennings	Paige Jennings	Paige Jennings/The Americans	Paige Jennings/The Americans	https://compstorylab.org/archetypometrics/cards/The-Americans-Paige-Jennings-2000-464-341.pdf
1753	Stan Beeman	Stan Beeman	Stan Beeman/The Americans	Stan Beeman/The Americans	https://compstorylab.org/archetypometrics/cards/The-Americans-Stan-Beeman-2000-464-341.pdf
1754	Dallas	Dallas	Dallas/Alien	Dallas/Alien	https://compstorylab.org/archetypometrics/cards/Alien-Dallas-2000-464-341.pdf
1755	Ellen Ripley	Ellen Ripley	Ellen Ripley/Alien	Ellen Ripley/Alien	https://compstorylab.org/archetypometrics/cards/Alien-Ellen-Ripley-2000-464-341.pdf
1756	Lambert	Lambert	Lambert/Alien	Lambert/Alien	https://compstorylab.org/archetypometrics/cards/Alien-Lambert-2000-464-341.pdf
1757	Ash	Ash	Ash/Alien	Ash/Alien	https://compstorylab.org/archetypometrics/cards/Alien-Ash-2000-464-341.pdf
1758	the Alien	the Alien	the Alien/Alien	the Alien/Alien	https://compstorylab.org/archetypometrics/cards/Alien-the-Alien-2000-464-341.pdf
1759	Parker	Parker	Parker/Alien	Parker/Alien	https://compstorylab.org/archetypometrics/cards/Alien-Parker-2000-464-341.pdf
1760	Miranda Priestly	Miranda Priestly	Miranda Priestly/The Devil Wears Prada	Miranda Priestly/The Devil Wears Prada	https://compstorylab.org/archetypometrics/cards/The-Devil-Wears-Prada-Miranda-Priestly-2000-464-341.pdf
1761	Andrea Sachs	Andrea Sachs	Andrea Sachs/The Devil Wears Prada	Andrea Sachs/The Devil Wears Prada	https://compstorylab.org/archetypometrics/cards/The-Devil-Wears-Prada-Andrea-Sachs-2000-464-341.pdf
1762	Emily Charlton	Emily Charlton	Emily Charlton/The Devil Wears Prada	Emily Charlton/The Devil Wears Prada	https://compstorylab.org/archetypometrics/cards/The-Devil-Wears-Prada-Emily-Charlton-2000-464-341.pdf
1763	Lorraine Broughton	Lorraine Broughton	Lorraine Broughton/Atomic Blonde	Lorraine Broughton/Atomic Blonde	https://compstorylab.org/archetypometrics/cards/Atomic-Blonde-Lorraine-Broughton-2000-464-341.pdf
1764	Stefan Salvatore	Stefan Salvatore	Stefan Salvatore/The Vampire Diaries	Stefan Salvatore/The Vampire Diaries	https://compstorylab.org/archetypometrics/cards/The-Vampire-Diaries-Stefan-Salvatore-2000-464-341.pdf
1765	Damon Salvatore	Damon Salvatore	Damon Salvatore/The Vampire Diaries	Damon Salvatore/The Vampire Diaries	https://compstorylab.org/archetypometrics/cards/The-Vampire-Diaries-Damon-Salvatore-2000-464-341.pdf
1766	Bonnie Bennett	Bonnie Bennett	Bonnie Bennett/The Vampire Diaries	Bonnie Bennett/The Vampire Diaries	https://compstorylab.org/archetypometrics/cards/The-Vampire-Diaries-Bonnie-Bennett-2000-464-341.pdf
1767	Caroline Forbes	Caroline Forbes	Caroline Forbes/The Vampire Diaries	Caroline Forbes/The Vampire Diaries	https://compstorylab.org/archetypometrics/cards/The-Vampire-Diaries-Caroline-Forbes-2000-464-341.pdf
1768	Matt Donovan	Matt Donovan	Matt Donovan/The Vampire Diaries	Matt Donovan/The Vampire Diaries	https://compstorylab.org/archetypometrics/cards/The-Vampire-Diaries-Matt-Donovan-2000-464-341.pdf
1769	Elena Gilbert	Elena Gilbert	Elena Gilbert/The Vampire Diaries	Elena Gilbert/The Vampire Diaries	https://compstorylab.org/archetypometrics/cards/The-Vampire-Diaries-Elena-Gilbert-2000-464-341.pdf
1770	Michael Bluth	Michael Bluth	Michael Bluth/Arrested Development	Michael Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Michael-Bluth-2000-464-341.pdf
1771	Lindsay Bluth	Lindsay Bluth	Lindsay Bluth/Arrested Development	Lindsay Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Lindsay-Bluth-2000-464-341.pdf
1772	Gob Bluth	Gob Bluth	Gob Bluth/Arrested Development	Gob Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Gob-Bluth-2000-464-341.pdf
1773	George Michael Bluth	George Michael Bluth	George Michael Bluth/Arrested Development	George Michael Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-George-Michael-Bluth-2000-464-341.pdf
1774	Maeby Funke	Maeby Funke	Maeby Funke/Arrested Development	Maeby Funke/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Maeby-Funke-2000-464-341.pdf
1775	Buster Bluth	Buster Bluth	Buster Bluth/Arrested Development	Buster Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Buster-Bluth-2000-464-341.pdf
1776	Tobias Funke	Tobias Funke	Tobias Funke/Arrested Development	Tobias Funke/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Tobias-Funke-2000-464-341.pdf
1777	George Bluth, Sr.	George Bluth, Sr.	George Bluth, Sr./Arrested Development	George Bluth, Sr./Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-George-Bluth-Sr-2000-464-341.pdf
1778	Oscar Bluth	Oscar Bluth	Oscar Bluth/Arrested Development	Oscar Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Oscar-Bluth-2000-464-341.pdf
1779	Lucille Bluth	Lucille Bluth	Lucille Bluth/Arrested Development	Lucille Bluth/Arrested Development	https://compstorylab.org/archetypometrics/cards/Arrested-Development-Lucille-Bluth-2000-464-341.pdf
1780	Jack O'Neill	Jack O'Neill	Jack O'Neill/Stargate SG-1	Jack O'Neill/Stargate SG-1	https://compstorylab.org/archetypometrics/cards/Stargate-SG-1-Jack-ONeill-2000-464-341.pdf
1781	Daniel Jackson	Daniel Jackson	Daniel Jackson/Stargate SG-1	Daniel Jackson/Stargate SG-1	https://compstorylab.org/archetypometrics/cards/Stargate-SG-1-Daniel-Jackson-2000-464-341.pdf
1782	Samantha Carter	Samantha Carter	Samantha Carter/Stargate SG-1	Samantha Carter/Stargate SG-1	https://compstorylab.org/archetypometrics/cards/Stargate-SG-1-Samantha-Carter-2000-464-341.pdf
1783	Teal'c	Teal'c	Teal'c/Stargate SG-1	Teal'c/Stargate SG-1	https://compstorylab.org/archetypometrics/cards/Stargate-SG-1-Tealc-2000-464-341.pdf
1784	George S. Hammond	George S. Hammond	George S. Hammond/Stargate SG-1	George S. Hammond/Stargate SG-1	https://compstorylab.org/archetypometrics/cards/Stargate-SG-1-George-S-Hammond-2000-464-341.pdf
1785	Janet Fraiser	Janet Fraiser	Janet Fraiser/Stargate SG-1	Janet Fraiser/Stargate SG-1	https://compstorylab.org/archetypometrics/cards/Stargate-SG-1-Janet-Fraiser-2000-464-341.pdf
1786	Alvy Singer	Alvy Singer	Alvy Singer/Annie Hall	Alvy Singer/Annie Hall	https://compstorylab.org/archetypometrics/cards/Annie-Hall-Alvy-Singer-2000-464-341.pdf
1787	Annie Hall	Annie Hall	Annie Hall/Annie Hall	Annie Hall/Annie Hall	https://compstorylab.org/archetypometrics/cards/Annie-Hall-Annie-Hall-2000-464-341.pdf
1788	Princess Anna Karenina	Princess Anna Karenina	Princess Anna Karenina/Anna Karenina	Princess Anna Karenina/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Anna-Karenina-2000-464-341.pdf
1789	Count Alexei Karenin	Count Alexei Karenin	Count Alexei Karenin/Anna Karenina	Count Alexei Karenin/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Count-Alexei-Karenin-2000-464-341.pdf
1790	Count Alexei Vronsky	Count Alexei Vronsky	Count Alexei Vronsky/Anna Karenina	Count Alexei Vronsky/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Count-Alexei-Vronsky-2000-464-341.pdf
1791	Princess Darya Oblonskaya	Princess Darya Oblonskaya	Princess Darya Oblonskaya/Anna Karenina	Princess Darya Oblonskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Darya-Oblonskaya-2000-464-341.pdf
1792	Prince Stepan Oblonsky	Prince Stepan Oblonsky	Prince Stepan Oblonsky/Anna Karenina	Prince Stepan Oblonsky/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Prince-Stepan-Oblonsky-2000-464-341.pdf
1793	Konstantin Levin	Konstantin Levin	Konstantin Levin/Anna Karenina	Konstantin Levin/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Konstantin-Levin-2000-464-341.pdf
1794	Princess Elizaveta Tverskaya	Princess Elizaveta Tverskaya	Princess Elizaveta Tverskaya/Anna Karenina	Princess Elizaveta Tverskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Elizaveta-Tverskaya-2000-464-341.pdf
1795	Princess Ekaterina Shcherbatskaya	Princess Ekaterina Shcherbatskaya	Princess Ekaterina Shcherbatskaya/Anna Karenina	Princess Ekaterina Shcherbatskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Princess-Ekaterina-Shcherbatskaya-2000-464-341.pdf
1796	Countess Vronskaya	Countess Vronskaya	Countess Vronskaya/Anna Karenina	Countess Vronskaya/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Countess-Vronskaya-2000-464-341.pdf
1797	Countess Lidia Ivanovna	Countess Lidia Ivanovna	Countess Lidia Ivanovna/Anna Karenina	Countess Lidia Ivanovna/Anna Karenina	https://compstorylab.org/archetypometrics/cards/Anna-Karenina-Countess-Lidia-Ivanovna-2000-464-341.pdf
1798	Lagertha	Lagertha	Lagertha/Vikings	Lagertha/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Lagertha-2000-464-341.pdf
1799	Bjorn Lothbrok	Bjorn Lothbrok	Bjorn Lothbrok/Vikings	Bjorn Lothbrok/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Bjorn-Lothbrok-2000-464-341.pdf
1800	Floki	Floki	Floki/Vikings	Floki/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Floki-2000-464-341.pdf
1801	Torvi	Torvi	Torvi/Vikings	Torvi/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Torvi-2000-464-341.pdf
1802	Ragnar Lothbrok	Ragnar Lothbrok	Ragnar Lothbrok/Vikings	Ragnar Lothbrok/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Ragnar-Lothbrok-2000-464-341.pdf
1803	Rollo Sigurdsson	Rollo Sigurdsson	Rollo Sigurdsson/Vikings	Rollo Sigurdsson/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Rollo-Sigurdsson-2000-464-341.pdf
1804	Ivar Ragnarsson	Ivar Ragnarsson	Ivar Ragnarsson/Vikings	Ivar Ragnarsson/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Ivar-Ragnarsson-2000-464-341.pdf
1805	Harald Finehair	Harald Finehair	Harald Finehair/Vikings	Harald Finehair/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Harald-Finehair-2000-464-341.pdf
1806	Ubbe Ragnarsson	Ubbe Ragnarsson	Ubbe Ragnarsson/Vikings	Ubbe Ragnarsson/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Ubbe-Ragnarsson-2000-464-341.pdf
1807	Judith of Northumbria	Judith of Northumbria	Judith of Northumbria/Vikings	Judith of Northumbria/Vikings	https://compstorylab.org/archetypometrics/cards/Vikings-Judith-of-Northumbria-2000-464-341.pdf
1808	Neo	Neo	Neo/The Matrix	Neo/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Neo-2000-464-341.pdf
1809	Morpheus	Morpheus	Morpheus/The Matrix	Morpheus/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Morpheus-2000-464-341.pdf
1810	Trinity	Trinity	Trinity/The Matrix	Trinity/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Trinity-2000-464-341.pdf
1811	Agent Smith	Agent Smith	Agent Smith/The Matrix	Agent Smith/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Agent-Smith-2000-464-341.pdf
1812	Cypher	Cypher	Cypher/The Matrix	Cypher/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-Cypher-2000-464-341.pdf
1813	The Oracle	The Oracle	The Oracle/The Matrix	The Oracle/The Matrix	https://compstorylab.org/archetypometrics/cards/The-Matrix-The-Oracle-2000-464-341.pdf
1814	Aladdin	Aladdin	Aladdin/Aladdin	Aladdin/Aladdin	https://compstorylab.org/archetypometrics/cards/Aladdin-Aladdin-2000-464-341.pdf
1815	Genie	Genie	Genie/Aladdin	Genie/Aladdin	https://compstorylab.org/archetypometrics/cards/Aladdin-Genie-2000-464-341.pdf
1816	Jasmine	Jasmine	Jasmine/Aladdin	Jasmine/Aladdin	https://compstorylab.org/archetypometrics/cards/Aladdin-Jasmine-2000-464-341.pdf
1817	Matthew Casey	Matthew Casey	Matthew Casey/Chicago Fire	Matthew Casey/Chicago Fire	https://compstorylab.org/archetypometrics/cards/Chicago-Fire-Matthew-Casey-2000-464-341.pdf
1818	Kelly Severide	Kelly Severide	Kelly Severide/Chicago Fire	Kelly Severide/Chicago Fire	https://compstorylab.org/archetypometrics/cards/Chicago-Fire-Kelly-Severide-2000-464-341.pdf
1819	Wallace Boden	Wallace Boden	Wallace Boden/Chicago Fire	Wallace Boden/Chicago Fire	https://compstorylab.org/archetypometrics/cards/Chicago-Fire-Wallace-Boden-2000-464-341.pdf
1820	Joe Cruz	Joe Cruz	Joe Cruz/Chicago Fire	Joe Cruz/Chicago Fire	https://compstorylab.org/archetypometrics/cards/Chicago-Fire-Joe-Cruz-2000-464-341.pdf
1821	Randall McHolland	Randall McHolland	Randall McHolland/Chicago Fire	Randall McHolland/Chicago Fire	https://compstorylab.org/archetypometrics/cards/Chicago-Fire-Randall-McHolland-2000-464-341.pdf
1822	Capp	Capp	Capp/Chicago Fire	Capp/Chicago Fire	https://compstorylab.org/archetypometrics/cards/Chicago-Fire-Capp-2000-464-341.pdf
1823	James Bond	James Bond	James Bond/Tommorrow Never Dies	James Bond/Tommorrow Never Dies	https://compstorylab.org/archetypometrics/cards/Tommorrow-Never-Dies-James-Bond-2000-464-341.pdf
1824	M	M	M/Tommorrow Never Dies	M/Tommorrow Never Dies	https://compstorylab.org/archetypometrics/cards/Tommorrow-Never-Dies-M-2000-464-341.pdf
1825	Q	Q	Q/Tommorrow Never Dies	Q/Tommorrow Never Dies	https://compstorylab.org/archetypometrics/cards/Tommorrow-Never-Dies-Q-2000-464-341.pdf
1826	Dagny Taggart	Dagny Taggart	Dagny Taggart/Atlas Shrugged	Dagny Taggart/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Dagny-Taggart-2000-464-341.pdf
1827	Henry Rearden	Henry Rearden	Henry Rearden/Atlas Shrugged	Henry Rearden/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Henry-Rearden-2000-464-341.pdf
1828	James Taggart	James Taggart	James Taggart/Atlas Shrugged	James Taggart/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-James-Taggart-2000-464-341.pdf
1829	John Galt	John Galt	John Galt/Atlas Shrugged	John Galt/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-John-Galt-2000-464-341.pdf
1830	Ellis Wyatt	Ellis Wyatt	Ellis Wyatt/Atlas Shrugged	Ellis Wyatt/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Ellis-Wyatt-2000-464-341.pdf
1831	Francisco d'Anconia	Francisco d'Anconia	Francisco d'Anconia/Atlas Shrugged	Francisco d'Anconia/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Francisco-dAnconia-2000-464-341.pdf
1832	Eren Jaeger	Eren Jaeger	Eren Jaeger/Attack on Titan	Eren Jaeger/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Eren-Jaeger-2000-464-341.pdf
1833	Armin Arlert	Armin Arlert	Armin Arlert/Attack on Titan	Armin Arlert/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Armin-Arlert-2000-464-341.pdf
1834	Mikasa Ackermann	Mikasa Ackermann	Mikasa Ackermann/Attack on Titan	Mikasa Ackermann/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Mikasa-Ackermann-2000-464-341.pdf
1835	Jean Kirschtein	Jean Kirschtein	Jean Kirschtein/Attack on Titan	Jean Kirschtein/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Jean-Kirschtein-2000-464-341.pdf
1836	Connie Springer	Connie Springer	Connie Springer/Attack on Titan	Connie Springer/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Connie-Springer-2000-464-341.pdf
1837	Hange Zoe	Hange Zoe	Hange Zoe/Attack on Titan	Hange Zoe/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Hange-Zoe-2000-464-341.pdf
1838	Levi Ackermann	Levi Ackermann	Levi Ackermann/Attack on Titan	Levi Ackermann/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Levi-Ackermann-2000-464-341.pdf
1839	Sasha Braus	Sasha Braus	Sasha Braus/Attack on Titan	Sasha Braus/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Sasha-Braus-2000-464-341.pdf
1840	Erwin Smith	Erwin Smith	Erwin Smith/Attack on Titan	Erwin Smith/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Erwin-Smith-2000-464-341.pdf
1841	Reiner Braun	Reiner Braun	Reiner Braun/Attack on Titan	Reiner Braun/Attack on Titan	https://compstorylab.org/archetypometrics/cards/Attack-on-Titan-Reiner-Braun-2000-464-341.pdf
1842	Holly Golightly	Holly Golightly	Holly Golightly/Breakfast at Tiffany's	Holly Golightly/Breakfast at Tiffany's	https://compstorylab.org/archetypometrics/cards/Breakfast-at-Tiffanys-Holly-Golightly-2000-464-341.pdf
1843	Paul Varjak	Paul Varjak	Paul Varjak/Breakfast at Tiffany's	Paul Varjak/Breakfast at Tiffany's	https://compstorylab.org/archetypometrics/cards/Breakfast-at-Tiffanys-Paul-Varjak-2000-464-341.pdf
1844	Saitama	Saitama	Saitama/One Punch Man	Saitama/One Punch Man	https://compstorylab.org/archetypometrics/cards/One-Punch-Man-Saitama-2000-464-341.pdf
1845	Genos	Genos	Genos/One Punch Man	Genos/One Punch Man	https://compstorylab.org/archetypometrics/cards/One-Punch-Man-Genos-2000-464-341.pdf
1846	Mumen Rider	Mumen Rider	Mumen Rider/One Punch Man	Mumen Rider/One Punch Man	https://compstorylab.org/archetypometrics/cards/One-Punch-Man-Mumen-Rider-2000-464-341.pdf
1847	John Dutton	John Dutton	John Dutton/Yellowstone	John Dutton/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-John-Dutton-2000-464-341.pdf
1848	Kayce Dutton	Kayce Dutton	Kayce Dutton/Yellowstone	Kayce Dutton/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Kayce-Dutton-2000-464-341.pdf
1849	Beth Dutton	Beth Dutton	Beth Dutton/Yellowstone	Beth Dutton/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Beth-Dutton-2000-464-341.pdf
1850	Jamie Dutton	Jamie Dutton	Jamie Dutton/Yellowstone	Jamie Dutton/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Jamie-Dutton-2000-464-341.pdf
1851	Rip Wheeler	Rip Wheeler	Rip Wheeler/Yellowstone	Rip Wheeler/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Rip-Wheeler-2000-464-341.pdf
1852	Monica Dutton	Monica Dutton	Monica Dutton/Yellowstone	Monica Dutton/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Monica-Dutton-2000-464-341.pdf
1853	Jimmy Hurdstrom	Jimmy Hurdstrom	Jimmy Hurdstrom/Yellowstone	Jimmy Hurdstrom/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Jimmy-Hurdstrom-2000-464-341.pdf
1854	Thomas Rainwater	Thomas Rainwater	Thomas Rainwater/Yellowstone	Thomas Rainwater/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Thomas-Rainwater-2000-464-341.pdf
1855	Lloyd	Lloyd	Lloyd/Yellowstone	Lloyd/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Lloyd-2000-464-341.pdf
1856	Colby	Colby	Colby/Yellowstone	Colby/Yellowstone	https://compstorylab.org/archetypometrics/cards/Yellowstone-Colby-2000-464-341.pdf
1857	Jon Snow	Jon Snow	Jon Snow/Game of Thrones	Jon Snow/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Jon-Snow-2000-464-341.pdf
1858	Tyrion Lannister	Tyrion Lannister	Tyrion Lannister/Game of Thrones	Tyrion Lannister/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Tyrion-Lannister-2000-464-341.pdf
1859	Daenerys Targaryen	Daenerys Targaryen	Daenerys Targaryen/Game of Thrones	Daenerys Targaryen/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Daenerys-Targaryen-2000-464-341.pdf
1860	Sansa Stark	Sansa Stark	Sansa Stark/Game of Thrones	Sansa Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Sansa-Stark-2000-464-341.pdf
1861	Arya Stark	Arya Stark	Arya Stark/Game of Thrones	Arya Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Arya-Stark-2000-464-341.pdf
1862	Jaime Lannister	Jaime Lannister	Jaime Lannister/Game of Thrones	Jaime Lannister/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Jaime-Lannister-2000-464-341.pdf
